Competitor,ZIP,State,Region,Count,Size,Color,Grade,Organic,Housing,Competitor Brand,Competitor Product,Competitor Price,Competitor $/Dozen,Walmart Brand,Walmart Product,Walmart Price,Walmart $/Dozen,Gap/Dozen,Outcome
albertsons.com,85213,AZ,West,12,Large,Brown,Unknown,true,Conventional/Unspecified,Eggland's Best,Eggland's Best 100% USDA Organic Certified Large Brown Eggs - 12 Count,8.99,8.99,Eggland's Best,"Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",5.96,5.96,3.0300000000000002,Walmart lower
albertsons.com,85213,AZ,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Eggland's Best,"Eggland's Best Cage Free Large White Eggs, 12 Count",4.46,4.46,2.5299999999999994,Walmart lower
albertsons.com,85213,AZ,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,85215,AZ,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,85215,AZ,West,12,Large,Brown,Unknown,true,Conventional/Unspecified,Eggland's Best,Eggland's Best 100% USDA Organic Certified Large Brown Eggs - 12 Count,8.99,8.99,Eggland's Best,"Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",5.96,5.96,3.0300000000000002,Walmart lower
albertsons.com,85215,AZ,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Eggland's Best,"Eggland's Best Cage Free Large White Eggs, 12 Count",4.46,4.46,2.5299999999999994,Walmart lower
albertsons.com,85215,AZ,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,85226,AZ,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,85226,AZ,West,12,Large,Brown,Unknown,true,Conventional/Unspecified,Eggland's Best,Eggland's Best 100% USDA Organic Certified Large Brown Eggs - 12 Count,8.99,8.99,Eggland's Best,"Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",5.96,5.96,3.0300000000000002,Walmart lower
albertsons.com,85226,AZ,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Eggland's Best,"Eggland's Best Cage Free Large White Eggs, 12 Count",4.46,4.46,2.5299999999999994,Walmart lower
albertsons.com,85226,AZ,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,85364,AZ,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,85364,AZ,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Eggland's Best,"Eggland's Best Cage Free Large White Eggs, 12 Count",4.46,4.46,2.5299999999999994,Walmart lower
albertsons.com,85364,AZ,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,85374,AZ,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,85374,AZ,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Eggland's Best,"Eggland's Best Cage Free Large White Eggs, 12 Count",4.46,4.46,2.5299999999999994,Walmart lower
albertsons.com,85374,AZ,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,85382,AZ,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,85382,AZ,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Eggland's Best,"Eggland's Best Cage Free Large White Eggs, 12 Count",4.46,4.46,2.5299999999999994,Walmart lower
albertsons.com,85382,AZ,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,85704,AZ,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,85704,AZ,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Eggland's Best,"Eggland's Best Cage Free Large White Eggs, 12 Count",4.46,4.46,2.5299999999999994,Walmart lower
albertsons.com,85704,AZ,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,85719,AZ,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,85719,AZ,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Eggland's Best,"Eggland's Best Cage Free Large White Eggs, 12 Count",4.46,4.46,2.5299999999999994,Walmart lower
albertsons.com,85719,AZ,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,85741,AZ,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,85741,AZ,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Eggland's Best,"Eggland's Best Cage Free Large White Eggs, 12 Count",4.46,4.46,2.5299999999999994,Walmart lower
albertsons.com,85741,AZ,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,90620,CA,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,90620,CA,West,12,Large,Brown,Unknown,true,Conventional/Unspecified,O Organics,O Organics Organic Eggs Large Brown - 12 Count,5.99,5.989999999999999,Eggland's Best,"Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",5.96,5.96,0.02999999999999936,Walmart lower
albertsons.com,90620,CA,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Great Value,"Great Value Cage-Free Large White Eggs, 12 Count",1.47,1.47,5.52,Walmart lower
albertsons.com,90620,CA,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,90631,CA,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,90631,CA,West,12,Large,Brown,Unknown,false,Free-Range,Open Nature,Open Nature Eggs Brown Free Range Large - 12 Count,3.99,3.99,Happy Egg,"Happy Egg Co Heritage Breed Free-Range Large Blue and Brown Eggs, 12 Count",7.96,7.96,-3.9699999999999998,Competitor lower
albertsons.com,90631,CA,West,12,Large,Brown,Unknown,true,Conventional/Unspecified,O Organics,O Organics Organic Eggs Large Brown - 12 Count,5.99,5.989999999999999,Eggland's Best,"Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",5.96,5.96,0.02999999999999936,Walmart lower
albertsons.com,90631,CA,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Great Value,"Great Value Cage-Free Large White Eggs, 12 Count",1.47,1.47,5.52,Walmart lower
albertsons.com,90631,CA,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,90638,CA,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,90638,CA,West,12,Large,Brown,Unknown,false,Free-Range,Open Nature,Open Nature Eggs Brown Free Range Large - 12 Count,3.99,3.99,Happy Egg,"Happy Egg Co Heritage Breed Free-Range Large Blue and Brown Eggs, 12 Count",7.96,7.96,-3.9699999999999998,Competitor lower
albertsons.com,90638,CA,West,12,Large,Brown,Unknown,true,Conventional/Unspecified,O Organics,O Organics Organic Eggs Large Brown - 12 Count,5.99,5.989999999999999,Eggland's Best,"Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",5.96,5.96,0.02999999999999936,Walmart lower
albertsons.com,90638,CA,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Great Value,"Great Value Cage-Free Large White Eggs, 12 Count",1.47,1.47,5.52,Walmart lower
albertsons.com,90638,CA,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,90712,CA,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,90712,CA,West,12,Large,Brown,Unknown,true,Conventional/Unspecified,O Organics,O Organics Organic Eggs Large Brown - 12 Count,5.99,5.989999999999999,Eggland's Best,"Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",5.96,5.96,0.02999999999999936,Walmart lower
albertsons.com,90712,CA,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Great Value,"Great Value Cage-Free Large White Eggs, 12 Count",1.47,1.47,5.52,Walmart lower
albertsons.com,90712,CA,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,91320,CA,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,91320,CA,West,12,Large,Brown,Unknown,true,Conventional/Unspecified,O Organics,O Organics Organic Eggs Large Brown - 12 Count,5.99,5.989999999999999,Eggland's Best,"Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",5.96,5.96,0.02999999999999936,Walmart lower
albertsons.com,91320,CA,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Great Value,"Great Value Cage-Free Large White Eggs, 12 Count",1.47,1.47,5.52,Walmart lower
albertsons.com,91320,CA,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,91350,CA,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,91350,CA,West,12,Large,Brown,Unknown,true,Conventional/Unspecified,O Organics,O Organics Organic Eggs Large Brown - 12 Count,5.99,5.989999999999999,Eggland's Best,"Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",5.96,5.96,0.02999999999999936,Walmart lower
albertsons.com,91350,CA,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Great Value,"Great Value Cage-Free Large White Eggs, 12 Count",1.47,1.47,5.52,Walmart lower
albertsons.com,91350,CA,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,91710,CA,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,91710,CA,West,12,Large,Brown,Unknown,true,Conventional/Unspecified,O Organics,O Organics Organic Eggs Large Brown - 12 Count,5.99,5.989999999999999,Eggland's Best,"Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",5.96,5.96,0.02999999999999936,Walmart lower
albertsons.com,91710,CA,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Great Value,"Great Value Cage-Free Large White Eggs, 12 Count",1.47,1.47,5.52,Walmart lower
albertsons.com,91710,CA,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,91740,CA,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,91740,CA,West,12,Large,Brown,Unknown,false,Free-Range,Open Nature,Open Nature Eggs Brown Free Range Large - 12 Count,3.99,3.99,Happy Egg,"Happy Egg Co Heritage Breed Free-Range Large Blue and Brown Eggs, 12 Count",7.96,7.96,-3.9699999999999998,Competitor lower
albertsons.com,91740,CA,West,12,Large,Brown,Unknown,true,Conventional/Unspecified,O Organics,O Organics Organic Eggs Large Brown - 12 Count,5.99,5.989999999999999,Eggland's Best,"Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",5.96,5.96,0.02999999999999936,Walmart lower
albertsons.com,91740,CA,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Great Value,"Great Value Cage-Free Large White Eggs, 12 Count",1.47,1.47,5.52,Walmart lower
albertsons.com,91740,CA,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,91765,CA,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,91765,CA,West,12,Large,Brown,Unknown,false,Free-Range,Open Nature,Open Nature Eggs Brown Free Range Large - 12 Count,3.99,3.99,Happy Egg,"Happy Egg Co Heritage Breed Free-Range Large Blue and Brown Eggs, 12 Count",7.96,7.96,-3.9699999999999998,Competitor lower
albertsons.com,91765,CA,West,12,Large,Brown,Unknown,true,Conventional/Unspecified,O Organics,O Organics Organic Eggs Large Brown - 12 Count,5.99,5.989999999999999,Eggland's Best,"Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",5.96,5.96,0.02999999999999936,Walmart lower
albertsons.com,91765,CA,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Great Value,"Great Value Cage-Free Large White Eggs, 12 Count",1.47,1.47,5.52,Walmart lower
albertsons.com,91765,CA,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,91910,CA,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,91910,CA,West,12,Large,Brown,Unknown,false,Free-Range,Open Nature,Open Nature Eggs Brown Free Range Large - 12 Count,3.99,3.99,Happy Egg,"Happy Egg Co Heritage Breed Free-Range Large Blue and Brown Eggs, 12 Count",7.96,7.96,-3.9699999999999998,Competitor lower
albertsons.com,91910,CA,West,12,Large,Brown,Unknown,true,Conventional/Unspecified,O Organics,O Organics Organic Eggs Large Brown - 12 Count,5.99,5.989999999999999,Eggland's Best,"Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",5.96,5.96,0.02999999999999936,Walmart lower
albertsons.com,91910,CA,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Great Value,"Great Value Cage-Free Large White Eggs, 12 Count",1.47,1.47,5.52,Walmart lower
albertsons.com,91910,CA,West,18,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 18 Count,9.99,6.66,Marketside,Marketside Cage Free Large Brown Eggs 18 Count,3.93,2.62,4.04,Walmart lower
albertsons.com,91942,CA,West,12,Large,Brown,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large Brown Eggs - 12 Count,6.99,6.989999999999999,Marketside,"Marketside Large Cage-Free Brown Eggs, 12 Count - Allergen-Free",2.66,2.66,4.329999999999999,Walmart lower
albertsons.com,91942,CA,West,12,Large,Brown,Unknown,true,Conventional/Unspecified,O Organics,O Organics Organic Eggs Large Brown - 12 Count,5.99,5.989999999999999,Eggland's Best,"Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",5.96,5.96,0.02999999999999936,Walmart lower
albertsons.com,91942,CA,West,12,Large,White,Unknown,false,Cage-Free,Eggland's Best,Eggland's Best Cage Free Large White Eggs - 12 Count,6.99,6.989999999999999,Great Value,"Great Value Cage-Free Large White Eggs, 12 Count",1.47,1.47,5.52,Walmart lower
