Store_No,Name,Address,Street,City,State,Zip_Code,Latitude,Longitude,Provider,Status,Country,mc_location_id
177588,Aldi - Bat 89 - Bartlett,"200 Devon Avenue, Bartlett, IL, 60103",200 Devon Avenue,Bartlett,IL,60103,41.987636,-88.181886,ALDI,active,USA,2380395
172944,Aldi - Dwt 87 - Bartonville,"3701 S Airport Rd, Bartonville, IL, 61607",3701 S Airport Rd,Bartonville,IL,61607,40.6451614,-89.6803873,ALDI,active,USA,2380265
21208,"Aldi - Bat 42 - 451 N Randall Rd. Batavia, Il 60510","451 N Randall, Batavia, IL, 60510",451 N Randall,Batavia,IL,60510,41.8584851,-88.3428311,ALDI,active,USA,2380385
23450,Aldi - Val 76 - Bedford Park,"7020 S Cicero Avenue, Bedford Park, IL, 60638",7020 S Cicero Avenue,Bedford Park,IL,60638,41.7668886,-87.7431415,ALDI,active,USA,2380180
178193,Aldi - Ofa 65 - Belleville,"1805 Carlyle Ave, Belleville, IL, 62221",1805 Carlyle Ave,Belleville,IL,62221,38.5196049,-89.9309132,ALDI,active,USA,2378823
23444,Aldi - Bat 15 - 400 S. Mannheim,"400 S Mannheim, Bellwood, IL, 60104",400 S Mannheim,Bellwood,IL,60104,41.885255,-87.883005,ALDI,active,USA,2378817
20778,Aldi - Bat 67 - Belvidere,"1021 N State Street, Belvidere, IL, 61008",1021 N State Street,Belvidere,IL,61008,42.2672829,-88.8499198,ALDI,active,USA,2380336
20764,Aldi - Bat 25 - 525 West Army Trail Rd - Army Trail & County Farm Rd,"525 W Army Trail Rd, Bloomingdale, IL, 60108",525 W Army Trail Rd,Bloomingdale,IL,60108,41.9406318,-88.1363338,ALDI,active,USA,2380412
137434,Aldi - Dwt 55 - Bloomington,"2121 Village Lane, Bloomington, IL, 61704",2121 Village Lane,Bloomington,IL,61704,40.459801,-88.961861,ALDI,active,USA,2378774
21233,Aldi - Dwt 54 - Bloomington,"907 Maple Hill Road, Bloomington, IL, 61705",907 Maple Hill Road,Bloomington,IL,61705,40.4867903,-89.0353411,ALDI,active,USA,2378767
23446,Aldi - Val 22 - Blue Island,"12215 Western Avenue, Blue Island, IL, 60406",12215 Western Avenue,Blue Island,IL,60406,41.6711022,-87.6797636,ALDI,active,USA,2378789
124432,Aldi - Dwt 14 - Bolingbrook,"734 East Boughton Road, Bolingbrook, IL, 60440",734 East Boughton Road,Bolingbrook,IL,60440,41.7254278,-88.0367672,ALDI,active,USA,2380335
20809,Aldi - Dwt 16 - Bolingbrook,"317 N Weber Road, Bolingbrook, IL, 60490",317 N Weber Road,Bolingbrook,IL,60490,41.7047578,-88.1274251,ALDI,active,USA,2380361
22264,Aldi - Dwt 9 - Bolingbrook,"351 Brookview Lane, Bolingbrook, IL, 60440",351 Brookview Lane,Bolingbrook,IL,60440,41.6893536,-88.0704555,ALDI,active,USA,2380367
108218,Aldi - Dwt 93 - Bourbonnais,"950 Main St Nw, Bourbonnais, IL, 60914",950 Main St Nw,Bourbonnais,IL,60914,41.161977,-87.8932609,ALDI,active,USA,2380349
24586,Aldi - Dwt 39 - Bourbonnais,"2051 North State Route 50, Bourbonnais, IL, 60914",2051 North State Route 50,Bourbonnais,IL,60914,41.1890769,-87.8513689,ALDI,active,USA,2378805
20826,Aldi - Val 13 - Bridgeview,"7802 S Harlem Ave, Bridgeview, IL, 60455",7802 S Harlem Ave,Bridgeview,IL,60455,41.7494432,-87.8012537,ALDI,active,USA,2380426
20770,Aldi - Bat 87 - Broadview,"1001 Cermak Road, Broadview, IL, 60155",1001 Cermak Road,Broadview,IL,60155,41.8505909,-87.8445003,ALDI,active,USA,2378759
23370,Aldi - Ofa 33 - Cahokia,"1233 Camp Jackson Road, Cahokia, IL, 62206",1233 Camp Jackson Road,Cahokia,IL,62206,38.5601051,-90.1714897,ALDI,active,USA,2380287
20880,"Aldi - Val 33 - 1490 Torrence Avenue, Calumet City","1490 Torrence Avenue, Calumet City, IL, 60409",1490 Torrence Avenue,Calumet City,IL,60409,41.5915218,-87.5602109,ALDI,active,USA,2378751
23452,Aldi - 13085 S. Ashland Avenue,"13085 S Ashland Avenue, Calumet Park, IL, 60827",13085 S Ashland Avenue,Calumet Park,IL,60827,41.6570522,-87.6595355,ALDI,active,USA,2380315
24596,Aldi - Dwt 36 - Canton,"20 North 5th Avenue, Canton, IL, 61520",20 North 5th Avenue,Canton,IL,61520,40.55629258,-90.02844864,ALDI,active,USA,2380334
23646,Aldi - Ofa 40 - Carbondale,"1232 East Main, Carbondale, IL, 62901",1232 East Main,Carbondale,IL,62901,37.7323416,-89.193524,ALDI,active,USA,2380410
20774,Aldi - Bat 76 - Carol Stream,"330 S Schmale Road, Carol Stream, IL, 60188",330 S Schmale Road,Carol Stream,IL,60188,41.8953917,-88.10324,ALDI,active,USA,2380378
20757,Aldi - Bat 29 - Carpentersville,"90 S Western, Carpentersville, IL, 60110",90 S Western,Carpentersville,IL,60110,42.1063767,-88.2913486,ALDI,active,USA,2380393
23594,Aldi - Bat 12 - Cary,"3340 Three Oaks Road, Cary, IL, 60013",3340 Three Oaks Road,Cary,IL,60013,42.2198439,-88.2642921,ALDI,active,USA,2380422
24061,Aldi - Ofa 25 - Centralia,"300 Aaron Parkway, Centralia, IL, 62801",300 Aaron Parkway,Centralia,IL,62801,38.5332105,-89.1470065,ALDI,active,USA,2378763
21235,Aldi - Dwt 90 - Champaign,"801 West Interstate Drive, Champaign, IL, 61822",801 West Interstate Drive,Champaign,IL,61822,40.148748,-88.2562327,ALDI,active,USA,2378770
24599,Aldi - Dwt 73 - Charleston,"2240 Shawnee Dr, Charleston, IL, 61920",2240 Shawnee Dr,Charleston,IL,61920,39.4876214,-88.1571083,ALDI,active,USA,2380365
10987,Aldi - Bat 3 - Chicago,"4500 N Broadway, Chicago, IL, 60640",4500 N Broadway,Chicago,IL,60640,41.963795,-87.656869,ALDI,active,USA,2378810
12161,Aldi - Val 30 - Chicago,"3030 S Kedzie Ave, Chicago, IL, 60623",3030 S Kedzie Ave,Chicago,IL,60623,41.8382566,-87.7056662,ALDI,active,USA,2380391
12265,Aldi - Bat 64 - Chicago,"1753 N Milwaukee Ave, Chicago, IL, 60647",1753 N Milwaukee Ave,Chicago,IL,60647,41.9133413,-87.6817575,ALDI,active,USA,2378822
12266,Aldi - Val 28 - Chicago,"4934 S Kedzie Ave, Chicago, IL, 60632",4934 S Kedzie Ave,Chicago,IL,60632,41.8031719,-87.705091,ALDI,active,USA,2378816
12267,Aldi - Val 92 - Chicago,"620 W 63rd St, Chicago, IL, 60621",620 W 63rd St,Chicago,IL,60621,41.7804113,-87.6404614,ALDI,active,USA,2378828
12268,Aldi - Val 66 - Chicago,"6621 S Cottage Grove Ave, Chicago, IL, 60637",6621 S Cottage Grove Ave,Chicago,IL,60637,41.774562,-87.6054463,ALDI,active,USA,2380383
156022,Aldi - Bat 83 - Chicago,"3930 N Kilpatrick Ave, Chicago, IL, 60641",3930 N Kilpatrick Ave,Chicago,IL,60641,41.952091,-87.744765,ALDI,active,USA,2378792
20756,Aldi - Bat 6 - Chicago,"5001 N Pulaski, Chicago, IL, 60630",5001 N Pulaski,Chicago,IL,60630,41.9729251,-87.7278048,ALDI,active,USA,2380389
20782,Aldi - Bat 34 - Chicago,"6520 W Fullerton Ave, Chicago, IL, 60707",6520 W Fullerton Ave,Chicago,IL,60707,41.9259413,-87.788707,ALDI,active,USA,2380129
20791,Aldi - Bat 65 - Chicago,"6221 N Broadway, Chicago, IL, 60660",6221 N Broadway,Chicago,IL,60660,41.9950081,-87.6600484,ALDI,active,USA,2378771
20793,Aldi - Bat 82 - Chicago,"3320 B W Belmont, Chicago, IL, 60618",3320 B W Belmont,Chicago,IL,60618,41.93995,-87.71173,ALDI,active,USA,2378761
20795,Aldi - Bat 16 - Chicago,"1440 N Kostner Avenue, Chicago, IL, 60651",1440 N Kostner Avenue,Chicago,IL,60651,41.9072613,-87.7365761,ALDI,active,USA,2378824
20805,Aldi - Bat 58 - Chicago,"2431 West Montrose, Chicago, IL, 60618",2431 West Montrose,Chicago,IL,60618,41.9610387,-87.689928,ALDI,active,USA,2378811
20817,Aldi - Val 62 - Chicago,"1739 West Cermak Rd, Chicago, IL, 60608",1739 West Cermak Rd,Chicago,IL,60608,41.851731,-87.669969,ALDI,active,USA,2378845
20819,Aldi - Val 94 - Chicago,"6025 S Western Ave, Chicago, IL, 60636",6025 S Western Ave,Chicago,IL,60636,41.7837658,-87.6829945,ALDI,active,USA,2378815
20828,Aldi - Val 14 - Chicago,"5629 W Fillmore St, Chicago, IL, 60644",5629 W Fillmore St,Chicago,IL,60644,41.867227,-87.7649172,ALDI,active,USA,2378791
20833,Aldi - 7345 S. State Street,"7345 S State Street, Chicago, IL, 60619",7345 S State Street,Chicago,IL,60619,41.7603521,-87.6243958,ALDI,active,USA,2378755
20834,Aldi - Val 26 - Chicago,"10532 S Indianapolis Ave, Chicago, IL, 60617",10532 S Indianapolis Ave,Chicago,IL,60617,41.7034203,-87.5257141,ALDI,active,USA,2378800
22249,Aldi - Bat 62 - Chicago,"6220 N California, Chicago, IL, 60659",6220 N California,Chicago,IL,60659,41.99471675,-87.6996055,ALDI,active,USA,2380350
22302,Aldi - Val 83 - Chicago,"8333 South Cicero Ave, Chicago, IL, 60652",8333 South Cicero Ave,Chicago,IL,60652,41.7406059,-87.7404226,ALDI,active,USA,2378829
22538,Aldi - Val 10 - Chicago,"4501 S Pulaski, Chicago, IL, 60632",4501 S Pulaski,Chicago,IL,60632,41.8107334,-87.7232646,ALDI,active,USA,2380403
23136,Aldi - Bat 30 - Chicago,"4030 West Wrightwood, Chicago, IL, 60639",4030 West Wrightwood,Chicago,IL,60639,41.928664,-87.7287448,ALDI,active,USA,2380394
23143,"Aldi - Val 47 - 1508 W. 47th Street, Chicago Il","1508 W 47th Street, Chicago, IL, 60609",1508 W 47th Street,Chicago,IL,60609,41.8094491,-87.6628487,ALDI,active,USA,2378762
23144,Aldi - Val 95 - Chicago,"2333 E 95th St, Chicago, IL, 60617",2333 E 95th St,Chicago,IL,60617,41.7221422,-87.5666979,ALDI,active,USA,2378827
23145,Aldi - 7800 South Chicago Ave,"7800 South Chicago Ave, Chicago, IL, 60619",7800 South Chicago Ave,Chicago,IL,60619,41.75255,-87.58768,ALDI,active,USA,2380428
23198,Aldi - Bat 26 - Chicago,"2600 N Clybourn Avenue, Chicago, IL, 60614",2600 N Clybourn Avenue,Chicago,IL,60614,41.9286161,-87.674792,ALDI,active,USA,2378749
23199,Aldi - Bat 2 - Chicago,"4627 W Diversey Ave, Chicago, IL, 60639",4627 W Diversey Ave,Chicago,IL,60639,41.9308554,-87.7427491,ALDI,active,USA,2380419
23200,Aldi - Bat 4 - Chicago,"800 N Kedzie, Chicago, IL, 60651",800 N Kedzie,Chicago,IL,60651,41.8966303,-87.7081856,ALDI,active,USA,2378836
23443,Aldi - Bat 90 - Chicago,"2828 N Central, Chicago, IL, 60634",2828 N Central,Chicago,IL,60634,41.9320219,-87.7665702,ALDI,active,USA,2378838
23448,Aldi - Val 88 - Chicago,"8500 S Holland Road, Chicago, IL, 60620",8500 S Holland Road,Chicago,IL,60620,41.739147,-87.632027,ALDI,active,USA,2378807
23449,Aldi - Val 53 - Chicago,"5501 S Harlem Ave, Chicago, IL, 60638",5501 S Harlem Ave,Chicago,IL,60638,41.7916664,-87.800734,ALDI,active,USA,2378776
570515,Aldi - Bat 104 - Chicago,"30 W Huron St, Chicago, IL, 60654",30 W Huron St,Chicago,IL,60654,41.8950182,-87.629096,ALDI,active,USA,2378775
70378,Aldi - Bat 13 - Chicago,"201 West Division Street, Chicago, IL, 60610",201 West Division Street,Chicago,IL,60610,41.903662,-87.635135,ALDI,active,USA,2378782
23961,Aldi - Val 15 - Chicago Heights,"527 W 14th St, Chicago Heights, IL, 60411",527 W 14th St,Chicago Heights,IL,60411,41.5067948,-87.6652796,ALDI,active,USA,2378786
23447,Aldi - Val 32 - Chicago Ridge,"9640 S Ridgeland Avenue, Chicago Ridge, IL, 60415",9640 S Ridgeland Avenue,Chicago Ridge,IL,60415,41.7166821,-87.7817904,ALDI,active,USA,2377952
12227,"Aldi - Val 12 - Cicero, Il","4630 W Cermak Road, Cicero, IL, 60804",4630 W Cermak Road,Cicero,IL,60804,41.8516752,-87.7404409,ALDI,active,USA,2378841
19371,Aldi - Ofa 53 - Collinsville,"1716 Vandalia Street, Collinsville, IL, 62234",1716 Vandalia Street,Collinsville,IL,62234,38.6902446,-89.9710655,ALDI,active,USA,2378831
20824,Aldi - Val 48 - Crestwood,"4820 Cal Sag Road, Crestwood, IL, 60418",4820 Cal Sag Road,Crestwood,IL,60418,41.6546067,-87.739933,ALDI,active,USA,2380416
20804,Aldi - Bat 10 - Crystal Lake,"5831 Northwest Highway, Crystal Lake, IL, 60014",5831 Northwest Highway,Crystal Lake,IL,60014,42.225505,-88.3131547,ALDI,active,USA,2378795
24598,Aldi - Dwt 89 - Danville,"502 South Gilbert Street, Danville, IL, 61832",502 South Gilbert Street,Danville,IL,61832,40.11412,-87.63606,ALDI,active,USA,2378832
20763,Aldi - Bat 80 - Darien,"2251 75th St, Darien, IL, 60561",2251 75th St,Darien,IL,60561,41.7506394,-88.0016667,ALDI,active,USA,2380382
24607,Aldi - Dwt 48 - Decatur,"510 E Pershing Road, Decatur, IL, 62526",510 E Pershing Road,Decatur,IL,62526,39.8779305,-88.950893,ALDI,active,USA,2380347
29447,Aldi - Dwt 28 - Decatur,"2075 Mt Zion Rd, Decatur, IL, 62521",2075 Mt Zion Rd,Decatur,IL,62521,39.8167441,-88.8791628,ALDI,active,USA,2380355
20765,Aldi - Bat 46 - Dekalb,"2540 Sycamore Rd, Dekalb, IL, 60115",2540 Sycamore Rd,Dekalb,IL,60115,41.95455,-88.72221,ALDI,active,USA,2378747
20776,Aldi - Bat 71 - Des Plaines,"1365 Lee St, Des Plaines, IL, 60018",1365 Lee St,Des Plaines,IL,60018,42.028591,-87.8928226,ALDI,active,USA,2380405
23598,Aldi - Val 75 - Dixmoor,"14529 S Western Avenue, Dixmoor, IL, 60426",14529 S Western Avenue,Dixmoor,IL,60426,41.6246529,-87.6739859,ALDI,active,USA,2380112
24587,Aldi - Dwt 26 - Dixon,"1760 South Galena Avenue, Dixon, IL, 61021",1760 South Galena Avenue,Dixon,IL,61021,41.8238891,-89.4730233,ALDI,active,USA,2378754
23185,Aldi - Bat 81 - Downers Grove,"28 West Ogden Avenue Aldi, Downers Grove, IL, 60515",28 West Ogden Avenue Aldi,Downers Grove,IL,60515,41.8112165,-87.9860963,ALDI,active,USA,2380289
21243,Aldi - Dwt 60 - East Peoria,"251 Clock Tower Drive, East Peoria, IL, 61611",251 Clock Tower Drive,East Peoria,IL,61611,40.673827,-89.5844628,ALDI,active,USA,2378753
24603,Aldi - Ofa 71 - Effingham,"908 North Keller Drive, Effingham, IL, 62401",908 North Keller Drive,Effingham,IL,62401,39.1303336,-88.558985,ALDI,active,USA,2380338
20761,Aldi - Bat 50 - Elgin - Summit St,"799 Summit St, Elgin, IL, 60120",799 Summit St,Elgin,IL,60120,42.0450545,-88.2605327,ALDI,active,USA,2378821
20767,Aldi - Bat 38 - Elgin - Randall Rd,"215 South Randall Road, Elgin, IL, 60123",215 South Randall Road,Elgin,IL,60123,42.0273,-88.33678,ALDI,active,USA,2378835
20777,Aldi - Bat 17 - Elk Grove Village,"905 Meacham Rd, Elk Grove Village, IL, 60007",905 Meacham Rd,Elk Grove Village,IL,60007,42.000391,-88.04401,ALDI,active,USA,2378837
20794,Aldi - Bat 68 - Evanston,"2211 Oakton St, Evanston, IL, 60202",2211 Oakton St,Evanston,IL,60202,42.0273198,-87.704732,ALDI,active,USA,2380423
20832,Aldi - Val 67 - Evergreen Park,"3231 W 87th Street, Evergreen Park, IL, 60805",3231 W 87th Street,Evergreen Park,IL,60805,41.7339766,-87.7039445,ALDI,active,USA,2378745
22550,Aldi - Val 97 - Evergreen Park,"2541 W 95th Street, Evergreen Park, IL, 60805",2541 W 95th Street,Evergreen Park,IL,60805,41.7197487,-87.6866458,ALDI,active,USA,2378777
31996,Aldi - Ofa 13 - Fairview Heights,"5925 N Illinois St, Fairview Heights, IL, 62208",5925 N Illinois St,Fairview Heights,IL,62208,38.5862236,-89.9875033,ALDI,active,USA,2380377
380654,Aldi - Bat 107 - Forest Park,"215 Harlem Ave, Forest Park, IL, 60130",215 Harlem Ave,Forest Park,IL,60130,41.8823859,-87.8051488,ALDI,active,USA,2380360
20810,Aldi - Dwt 31 - Frankfort,"20230 Lagrange Road, Frankfort, IL, 60423",20230 Lagrange Road,Frankfort,IL,60423,41.5224374,-87.8516759,ALDI,active,USA,2380408
23069,Aldi - Bat 59 - Freeport,"726 West South Street, Freeport, IL, 61032",726 West South Street,Freeport,IL,61032,42.281175,-89.630093,ALDI,active,USA,2378801
24593,Aldi - Dwt 2 - Galesburg,"2660 North Seminary Street, Galesburg, IL, 61401",2660 North Seminary Street,Galesburg,IL,61401,40.9797999,-90.3650527,ALDI,active,USA,2378788
23593,"Aldi - Bat 18 - Geneva, Il","975 E State Street, Geneva, IL, 60134",975 E State Street,Geneva,IL,60134,41.8883646,-88.2881954,ALDI,active,USA,2380413
23371,Aldi - Ofa 50 - Glen Carbon,"16 Cottonwood Road, Glen Carbon, IL, 62034",16 Cottonwood Road,Glen Carbon,IL,62034,38.7736951,-89.9550406,ALDI,active,USA,2378768
26982,Aldi - Bat 31 - 203 East Army Trail Rd - Army Trail & Bloomingdale Rd,"203 East Army Trail, Glendale Heights, IL, 60139",203 East Army Trail,Glendale Heights,IL,60139,41.9361015,-88.0812256,ALDI,active,USA,2378760
20787,Aldi - Bat 9 - Glen Ellyn (Roosevelt Rd & Nicoll Way),"700 Roosevelt Road, Glen Ellyn, IL, 60137",700 Roosevelt Road,Glen Ellyn,IL,60137,41.860466,-88.057185,ALDI,active,USA,2380397
40144,Aldi - Bat 48 - Glenview,"2195 Willow Road, Glenview, IL, 60025",2195 Willow Road,Glenview,IL,60025,42.1020219,-87.810966,ALDI,active,USA,2380368
23962,Aldi - Val 6 - Glenwood,"18901 S Halsted Street, Glenwood, IL, 60425",18901 S Halsted Street,Glenwood,IL,60425,41.547229,-87.6350643,ALDI,active,USA,2377953
23369,Aldi - Ofa 27 - Granite City,"1412 Schaeffer Road, Granite City, IL, 62040",1412 Schaeffer Road,Granite City,IL,62040,38.7373567,-90.1347292,ALDI,active,USA,2378750
39964,Aldi - Oak 62 - Gurnee,"7520 Grand Avenue, Gurnee, IL, 60031",7520 Grand Avenue,Gurnee,IL,60031,42.3865407,-87.987327,ALDI,active,USA,2380400
24611,Aldi - Ofa 60 - Harrisburg,"740 North Commercial Street, Harrisburg, IL, 62946",740 North Commercial Street,Harrisburg,IL,62946,37.7446965,-88.5230665,ALDI,active,USA,2378765
20797,Aldi - Bat 35 - Harwood Heights,"4703 N Harlem Ave, Harwood Heights, IL, 60706",4703 N Harlem Ave,Harwood Heights,IL,60706,41.9654625,-87.8060706,ALDI,active,USA,2380342
20825,Aldi - Val 60 - Countryside,"9430 Joliet Rd, Hodgkins, IL, 60525",9430 Joliet Rd,Hodgkins,IL,60525,41.7784328,-87.8626792,ALDI,active,USA,2380262
20771,Aldi - Bat 63 - Hoffman Estates,"375 W Higgins Road, Hoffman Estates, IL, 60169",375 W Higgins Road,Hoffman Estates,IL,60169,42.0461112,-88.0878244,ALDI,active,USA,2380387
23602,Aldi - Dwt 65 - Homer Glen,"14245 South Greystone Drive, Homer Glen, IL, 60491",14245 South Greystone Drive,Homer Glen,IL,60491,41.6301566,-87.9257432,ALDI,active,USA,2378833
20801,Aldi - Bat 61 - Huntley,"12300 Princeton Drive, Huntley, IL, 60142",12300 Princeton Drive,Huntley,IL,60142,42.1504009,-88.4340289,ALDI,active,USA,2378806
24609,Aldi - Ofa 8 - Jacksonville,"329 East Morton, Jacksonville, IL, 62650",329 East Morton,Jacksonville,IL,62650,39.7228,-90.22589,ALDI,active,USA,2380427
20814,Aldi - Dwt 40 - Joliet,"2601 W Jefferson St, Joliet, IL, 60435",2601 W Jefferson St,Joliet,IL,60435,41.522902,-88.146904,ALDI,active,USA,2380384
23604,Aldi - Dwt 45 - Joliet,"3080 Hennepin Drive, Joliet, IL, 60431",3080 Hennepin Drive,Joliet,IL,60431,41.5732686,-88.1560503,ALDI,active,USA,2378796
23325,Aldi - Dwt 38 - Kankakee,"2705 South Schuyler Avenue, Kankakee, IL, 60901",2705 South Schuyler Avenue,Kankakee,IL,60901,41.0833199,-87.8702426,ALDI,active,USA,2378843
177956,Aldi - Val 45 - Lagrange Park,"333 N Lagrange Road, Lagrange Park, IL, 60526",333 N Lagrange Road,Lagrange Park,IL,60526,41.823206,-87.869982,ALDI,active,USA,2380374
23595,Aldi - Oak 65 - Lake Zurich,"981 S Rand Road, Lake Zurich, IL, 60047",981 S Rand Road,Lake Zurich,IL,60047,42.1804547,-88.082022,ALDI,active,USA,2378840
20881,Aldi - Val 39 - Lansing,"3602 Ridge Road, Lansing, IL, 60438",3602 Ridge Road,Lansing,IL,60438,41.5649797,-87.5293079,ALDI,active,USA,2378809
20812,Aldi - Dwt 66 - Lemont,"1237 South State Street, Lemont, IL, 60439",1237 South State Street,Lemont,IL,60439,41.6551114,-87.9980053,ALDI,active,USA,2380420
24610,Aldi - Dwt 24 - Lincoln,"2500 Woodlawn Road, Lincoln, IL, 62656",2500 Woodlawn Road,Lincoln,IL,62656,40.1586903,-89.4018575,ALDI,active,USA,2378825
20772,Aldi - Bat 53 - Lisle,"5525 Route 53, Lisle, IL, 60532",5525 Route 53,Lisle,IL,60532,41.7848333,-88.0738159,ALDI,active,USA,2378783
24601,Aldi - Ofa 97 - Litchfield,"20 Litchfield Plaza, Litchfield, IL, 62056",20 Litchfield Plaza,Litchfield,IL,62056,39.1821007,-89.6693515,ALDI,active,USA,2380418
21206,Aldi - Dwt 7 - Lockport,"16060 South Farrell Road, Lockport, IL, 60441",16060 South Farrell Road,Lockport,IL,60441,41.5943643,-88.0274239,ALDI,active,USA,2378804
172967,Aldi - Bat 86 - Lombard,"205 W Roosevelt, Lombard, IL, 60148",205 W Roosevelt,Lombard,IL,60148,41.858873,-88.0197596,ALDI,active,USA,2378779
23454,Aldi - Bat 69 - Loves Park,"6350 Forest Hills Road, Loves Park, IL, 61111",6350 Forest Hills Road,Loves Park,IL,61111,42.3169675,-89.034755,ALDI,active,USA,2378842
20823,Aldi - Val 86 - Lyons,"7235 39th Street, Lyons, IL, 60534",7235 39th Street,Lyons,IL,60534,41.8207695,-87.8043807,ALDI,active,USA,2380386
20784,Aldi - Bat 73 - Machesney Park,"1545 W Lane Road, Machesney Park, IL, 61115",1545 W Lane Road,Machesney Park,IL,61115,42.3647862,-89.0238703,ALDI,active,USA,2378834
24595,Aldi - Dwt 3 - Macomb,"1540 East Jackson Street, Macomb, IL, 61455",1540 East Jackson Street,Macomb,IL,61455,40.4592863,-90.6490727,ALDI,active,USA,2378794
24612,Aldi - Ofa 1 - Marion,"1305 North Russell Street, Marion, IL, 62959",1305 North Russell Street,Marion,IL,62959,37.741914,-88.9411571,ALDI,active,USA,2378752
20807,Aldi - Val 52 - Matteson,"20713 South Cicero Avenue, Matteson, IL, 60443",20713 South Cicero Avenue,Matteson,IL,60443,41.5129619,-87.7318059,ALDI,active,USA,2378798
24600,Aldi - Dwt 37 - Mattoon,"1220 Fort Worth Way, Mattoon, IL, 61938",1220 Fort Worth Way,Mattoon,IL,61938,39.4831828,-88.3297385,ALDI,active,USA,2378772
20800,Aldi - Bat 23 - Mchenry,"2226 N Richmond Rd, Mchenry, IL, 60051",2226 N Richmond Rd,Mchenry,IL,60051,42.3591529,-88.2644442,ALDI,active,USA,2380346
22251,Aldi - Bat 44 - Melrose Park,"1345 W North Ave, Melrose Park, IL, 60160",1345 W North Ave,Melrose Park,IL,60160,41.9098815,-87.8490667,ALDI,active,USA,2378773
21240,Aldi - Dwt 23 - Moline,"4211 Avenue Of The Cities, Moline, IL, 61265",4211 Avenue Of The Cities,Moline,IL,61265,41.4905287,-90.4768531,ALDI,active,USA,2380375
495545,Aldi - Dwt 33 - Moline,"710 42nd Avenue Dr, Moline, IL, 61265",710 42nd Avenue Dr,Moline,IL,61265,41.4687556,-90.5272871,ALDI,active,USA,2378746
20786,Aldi - Bat 19 - Montgomery,"2050 Mayfield Dr, Montgomery, IL, 60538",2050 Mayfield Dr,Montgomery,IL,60538,41.7188327,-88.3780287,ALDI,active,USA,2380340
24584,Aldi - Dwt 18 - Morris,"355 East Us Route 6, Morris, IL, 60450",355 East Us Route 6,Morris,IL,60450,41.3870339,-88.4183145,ALDI,active,USA,2380376
139116,Aldi - Dwt 85 - Morton,"100 East Courtland St, Morton, IL, 61550",100 East Courtland St,Morton,IL,61550,40.6276023,-89.4633655,ALDI,active,USA,2380402
20779,Aldi - Bat 21 - Morton Grove,"7905 Golf Road, Morton Grove, IL, 60053",7905 Golf Road,Morton Grove,IL,60053,42.0544636,-87.8223743,ALDI,active,USA,2380337
22320,Aldi - Bat 66 - Mount Prospect,"1000 Mt Prospect Plaza, Mount Prospect, IL, 60056",1000 Mt Prospect Plaza,Mount Prospect,IL,60056,42.06828,-87.92228,ALDI,active,USA,2380356
31230,Aldi - Ofa 91 - Mt. Vernon,"201 South Davidson Ave, Mt Vernon, IL, 62864",201 South Davidson Ave,Mt Vernon,IL,62864,38.3075505,-88.9612036,ALDI,active,USA,2378803
23222,Aldi - Oak 60 - Mundelein,"730 Il-83, Mundelein, IL, 60060",730 Il-83,Mundelein,IL,60060,42.2524576,-88.0197474,ALDI,active,USA,2380328
20796,Aldi - Bat 79 - Naperville,"1440 Naperville/Wheaton Rd, Naperville, IL, 60563",1440 Naperville/Wheaton Rd,Naperville,IL,60563,41.7945409,-88.1217408,ALDI,active,USA,2380354
23184,Aldi - Bat 95 - Naperville,"2708 Showplace Dr, Naperville, IL, 60564",2708 Showplace Dr,Naperville,IL,60564,41.715611,-88.207368,ALDI,active,USA,2378839
21205,Aldi - Dwt 83 - New Lenox,"351 E Lincoln Highway, New Lenox, IL, 60451",351 E Lincoln Highway,New Lenox,IL,60451,41.5128238,-87.9585206,ALDI,active,USA,2380406
20803,Aldi - Bat 41 - Niles,"6250 Wtouhy Ave, Niles, IL, 60714",6250 Wtouhy Ave,Niles,IL,60714,42.0130254,-87.7832462,ALDI,active,USA,2380364
21234,Aldi - Dwt 8 - Normal,"301 Greenbriar Drive, Normal, IL, 61761",301 Greenbriar Drive,Normal,IL,61761,40.51581,-88.9520473,ALDI,active,USA,2378844
20789,Aldi - Bat 49 - Northlake,"50 W North Avenue, (Northlake) Northlake, IL, 60164",50 W North Avenue,(Northlake) Northlake,IL,60164,41.906815,-87.90444,ALDI,active,USA,2380299
26979,Aldi - Val 27 - North Riverside,"7517 W Cermak Rd, North Riverside, IL, 60546",7517 W Cermak Rd,North Riverside,IL,60546,41.8498924,-87.8106348,ALDI,active,USA,2380415
172952,Aldi - Val 41 - Oak Forest,"4250 W 167th St, Oak Forest, IL, 60452",4250 W 167th St,Oak Forest,IL,60452,41.5862369,-87.7183867,ALDI,active,USA,2378787
23380,Aldi - Ofa 14 - O'fallon,"1635 West Us Highway 50, O'fallon, IL, 62269",1635 West Us Highway 50,O'fallon,IL,62269,38.591885,-89.956503,ALDI,active,USA,2380371
23599,Aldi - Dwt 76 - Orland Hills,"9271 West 159th Street, Orland Hills, IL, 60487",9271 West 159th Street,Orland Hills,IL,60487,41.5986361,-87.84563,ALDI,active,USA,2380171
145241,Aldi - Dwt 97 - Orland Park,"11200 W 179th St, Orland Park, IL, 60467",11200 W 179th St,Orland Park,IL,60467,41.5647598,-87.8910289,ALDI,active,USA,2378769
